Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
268.8,0.0,6.1,0.0,0.0,0,14.1,2,0,0,0,4.7,817,6.3,9.0,-8.5,-9.8,93,660,6.3,27.1,2.0,56.6,-8.1,230,1,15,508,0.0,3040,0,0,800.5,0,92,0.0,0.0,0.0,0.0,799.5,1,0,0,0.0,0.1,2,22.8,0.0,-0.1,0,0.7,1,C,2,0
230.4,0.0,5.7,0.0,0.0,0,13.7,2,0,0,0,4.7,724,5.9,8.6,-6.3,-13.9,93,670,5.9,29.4,2.0,55.1,-6.2,230,1,15,508,0.0,3040,0,0,705.3,0,92,0.0,0.0,0.0,0.0,705.3,1,0,0,0.0,0.0,2,22.5,0.0,-0.1,0,0.6,2,C,2,0
230.4,0.0,5.7,0.0,0.0,0,13.7,2,0,0,0,4.7,699,7.0,9.8,-10.1,-11.6,93,670,7.0,29.4,2.0,54.7,-10.3,230,1,15,508,0.0,3040,0,1,679.5,0,91,0.0,0.0,0.0,0.0,680.0,1,0,0,0.0,0.1,2,22.3,0.0,-0.1,0,0.6,3,C,2,0
243.2,0.0,5.7,0.0,0.0,0,13.7,2,0,0,0,4.7,725,7.8,14.1,-15.9,-9.8,93,670,7.8,29.4,2.0,55.1,-15.9,230,1,15,508,0.0,3040,0,1,703.0,0,91,0.0,0.0,0.0,0.0,703.5,1,0,0,0.0,0.1,2,22.2,0.0,-0.1,0,0.7,4,C,2,0
230.4,0.0,5.2,0.0,0.0,0,13.7,2,0,0,0,4.7,676,10.2,15.2,-7.5,-4.1,93,670,10.2,29.8,2.0,54.3,-7.3,230,1,15,508,0.0,3040,0,1,656.8,0,91,0.0,0.0,0.0,0.0,656.8,1,0,0,0.0,0.1,2,22.2,0.0,-0.1,0,0.7,5,C,2,0
243.2,0.0,6.1,0.0,0.0,0,14.1,2,0,0,0,4.7,625,16.0,16.0,6.5,7.1,93,670,16.0,34.5,2.0,53.9,7.1,230,1,15,508,0.0,3040,0,1,605.5,0,91,0.0,0.0,0.0,0.0,605.3,1,0,0,0.0,0.0,2,22.2,0.0,-0.1,0,0.5,6,C,2,0
307.2,0.0,6.6,0.0,0.0,0,14.5,2,0,0,0,3.9,626,20.3,17.6,1.3,1.9,93,670,20.3,44.7,2.0,53.9,1.6,230,1,15,508,0.0,3040,0,1,600.5,0,91,0.0,0.0,0.0,0.0,601.5,1,0,0,0.0,0.1,2,22.1,0.0,-0.1,0,0.7,7,C,2,0
332.8,0.0,7.1,0.0,0.0,0,14.5,2,0,0,0,3.9,660,19.9,18.8,-0.4,-1.1,92,670,19.9,45.5,2.0,54.3,0.0,230,1,15,508,0.0,3040,0,1,637.8,0,91,0.0,0.0,0.0,0.0,638.5,1,0,0,0.0,0.1,2,22.1,0.0,-0.1,0,0.8,8,C,2,0
345.6,0.0,7.1,0.8,0.0,0,14.5,2,0,0,0,3.9,672,19.5,19.9,-0.2,-2.6,92,670,19.9,46.3,2.0,54.3,-0.3,230,1,15,508,0.0,3040,0,1,650.3,0,91,0.0,0.0,0.0,0.0,650.8,1,0,0,0.0,0.1,2,22.0,0.0,-0.1,0,0.8,9,C,2,0
332.8,0.0,7.1,1.6,0.0,0,14.5,2,0,0,0,3.9,672,19.1,19.1,0.0,-2.6,91,670,19.1,45.1,2.0,54.3,0.3,230,1,15,508,0.0,3040,0,1,651.0,0,91,0.0,0.0,0.0,0.0,651.5,1,0,0,0.0,0.1,2,21.9,0.0,-0.1,0,0.6,10,C,2,0
