Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
576.0,0.0,7.1,0.0,58.0,0,14.9,7,0,0,0,3.1,1168,16.8,10.9,-20.1,-6.8,92,630,13.3,47.5,2.3,62.9,-20.1,230,1,15,508,0.0,3040,0,0,1078.0,0,90,0.0,0.0,0.0,0.0,1091.5,1,0,0,0.0,0.0,2,40.7,0.0,-6.2,308,-4.4,1,I,1,0
320.0,0.0,6.6,0.0,32.0,0,14.1,7,0,0,0,3.9,1100,4.7,11.7,-11.6,-5.3,92,650,4.7,22.0,2.3,62.5,-11.6,230,1,15,508,0.0,3040,0,0,1110.5,0,90,0.0,0.0,0.0,0.0,1106.5,1,0,0,0.0,-6.4,2,187.1,0.0,-6.3,0,-4.4,2,I,1,0
268.8,0.0,6.6,0.0,36.0,0,14.5,7,0,0,0,3.9,848,6.3,10.5,-11.7,-7.1,92,670,6.3,26.7,2.0,57.0,-11.9,230,1,15,508,0.0,3040,0,0,830.5,0,90,0.0,0.0,0.0,0.0,829.3,1,0,0,0.0,-0.1,2,48.7,0.0,0.0,0,-4.4,3,I,1,0
256.0,0.0,6.6,0.0,42.0,0,14.5,7,0,0,0,3.9,727,7.4,9.4,-9.7,-10.9,92,670,7.0,31.8,2.0,54.7,-9.7,230,1,15,508,0.0,3040,0,0,707.5,0,90,0.0,0.0,0.0,0.0,707.5,1,0,0,0.0,-0.1,2,48.7,0.0,0.0,0,-4.4,4,I,1,0
256.0,0.0,6.1,0.0,41.0,0,14.1,7,0,0,0,3.9,717,6.6,10.9,-17.6,-11.3,92,670,7.0,30.6,2.0,54.3,-17.4,230,1,15,508,0.0,3040,0,1,699.0,0,90,0.0,0.0,0.0,0.0,699.5,1,0,0,0.0,-0.1,2,47.9,0.0,0.0,0,-4.3,5,I,1,0
243.2,0.0,6.6,0.0,41.0,0,14.5,7,0,0,0,3.9,716,8.6,14.8,-10.0,-7.1,91,670,8.6,31.0,2.0,54.3,-9.7,230,1,15,508,0.0,3040,0,1,698.3,0,90,0.0,0.0,0.0,0.0,698.3,1,0,0,0.0,-0.1,2,47.2,0.0,0.0,0,-4.4,6,I,1,0
256.0,0.0,6.6,0.0,44.0,0,14.1,7,0,0,0,3.9,665,12.1,15.2,-7.5,-3.0,91,670,12.1,34.1,2.0,53.9,-7.6,230,1,15,508,0.0,3040,0,1,644.0,0,90,0.0,0.0,0.0,0.0,644.3,1,0,0,0.0,-0.1,2,46.5,0.0,0.0,0,-4.2,7,I,1,0
230.4,0.0,6.6,0.0,45.0,0,14.1,7,0,0,0,3.9,649,14.5,15.6,-0.5,3.4,91,670,14.5,34.5,2.0,53.5,-0.4,230,1,15,508,0.0,3040,0,1,628.0,0,90,0.0,0.0,0.0,0.0,628.3,1,0,0,0.0,-0.1,2,46.2,0.0,0.0,0,-4.2,8,I,1,0
294.4,0.0,7.1,0.0,51.0,0,14.9,7,0,0,0,3.9,636,18.4,17.2,3.9,4.1,90,670,18.4,40.8,2.0,53.5,3.8,230,1,15,508,0.0,3040,0,1,614.5,0,90,0.0,0.0,0.0,0.0,615.0,1,0,0,0.0,-0.1,2,46.2,0.0,0.0,0,-4.2,9,I,1,0
307.2,0.0,7.1,0.0,56.0,0,14.9,7,0,0,0,3.9,645,20.3,18.4,3.0,2.3,90,670,20.3,45.5,2.0,53.5,3.0,230,1,15,508,0.0,3040,0,1,622.8,0,90,0.0,0.0,0.0,0.0,623.5,1,0,0,0.0,-0.1,2,46.0,0.0,0.0,0,-4.3,10,I,1,0
