Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
409.6,0.0,5.7,0.0,0.0,0,13.7,2,0,0,0,2.3,1292,4.3,10.9,-11.8,-6.8,92,640,4.3,22.0,2.0,66.4,-11.7,230,1,15,508,0.0,3040,0,0,1310.8,0,86,0.0,0.0,0.0,0.0,1307.0,1,0,0,0.0,3.7,2,294.9,0.0,3.5,0,3.8,1,C,2,0
256.0,0.0,6.1,0.0,0.0,0,14.5,2,0,0,0,2.3,883,7.0,9.8,-7.2,-5.6,92,660,7.0,24.7,2.0,58.6,-7.0,230,1,15,508,0.0,3040,0,0,873.8,0,86,0.0,0.0,0.0,0.0,871.8,1,0,0,0.0,0.1,2,53.8,0.0,-0.2,0,3.8,2,C,2,0
256.0,0.0,6.1,0.0,0.0,0,13.7,2,0,0,0,2.3,759,6.3,9.0,-8.0,-12.8,92,670,6.3,29.4,2.0,55.9,-7.6,230,1,15,508,0.0,3040,0,0,738.3,0,86,0.0,0.0,0.0,0.0,737.8,1,0,0,0.0,0.1,2,46.7,0.0,-0.2,0,4.0,3,C,2,0
230.4,0.0,5.7,0.0,0.0,0,13.7,2,0,0,0,2.3,704,7.0,9.8,-8.6,-12.0,92,670,7.0,29.8,2.0,55.1,-8.8,230,1,15,508,0.0,3040,0,1,682.3,0,86,0.0,0.0,0.0,0.0,682.5,1,0,0,0.0,0.1,2,46.8,0.0,-0.2,0,4.0,4,C,2,0
243.2,0.0,5.7,0.0,0.0,0,14.1,2,0,0,0,2.3,735,7.4,14.5,-19.7,-10.5,92,670,7.8,30.6,2.0,55.1,-20.0,230,1,15,508,0.0,3040,0,1,710.3,0,86,0.0,0.0,0.0,0.0,711.0,1,0,0,0.0,0.1,2,47.0,0.0,-0.2,0,3.8,5,C,2,0
256.0,0.0,6.1,0.0,0.0,0,14.1,2,0,0,0,2.3,693,11.3,17.2,-13.0,-4.5,92,670,11.3,32.9,2.0,54.7,-13.1,230,1,15,508,0.0,3040,0,1,672.3,0,86,0.0,0.0,0.0,0.0,672.0,1,0,0,0.0,0.1,2,47.1,0.0,-0.2,0,3.8,6,C,2,0
256.0,0.0,6.6,0.0,0.0,0,14.5,2,0,0,0,2.3,641,16.8,18.8,0.6,1.9,91,670,16.8,38.8,2.0,54.3,0.6,230,1,15,508,0.0,3040,0,1,620.8,0,86,0.0,0.0,0.0,0.0,620.8,1,0,0,0.0,0.1,2,48.5,0.0,-0.2,0,3.8,7,C,2,0
320.0,0.0,6.6,0.0,0.0,0,14.5,2,0,0,0,2.3,641,19.9,19.9,-3.4,1.5,91,670,20.3,44.3,2.0,54.3,-2.8,230,1,15,508,0.0,3040,0,1,616.3,0,86,0.0,0.0,0.0,0.0,617.0,1,0,0,0.0,0.1,2,48.6,0.0,-0.2,0,3.7,8,C,2,0
332.8,0.0,7.1,0.0,0.0,0,14.9,2,0,0,0,2.3,663,19.9,20.7,-3.1,-3.0,91,670,19.9,47.1,2.0,54.3,-3.2,230,1,15,508,0.0,3040,0,1,639.3,0,86,0.0,0.0,0.0,0.0,640.0,1,0,0,0.0,0.1,2,48.4,0.0,-0.2,0,3.8,9,C,2,0
332.8,0.0,7.1,0.0,0.0,0,14.5,2,0,0,0,2.3,670,19.9,21.5,-3.2,-3.0,90,670,19.9,47.1,2.0,54.3,-3.1,230,1,15,508,0.0,3040,0,1,646.5,0,86,0.0,0.0,0.0,0.0,647.0,1,0,5,0.0,0.1,2,48.3,12.0,-0.2,0,3.8,10,C,2,0
384.0,0.0,7.5,0.8,0.0,0,14.9,2,0,0,0,2.3,664,21.1,20.7,5.7,-4.9,90,670,21.1,51.4,2.0,54.3,6.2,230,1,15,508,0.0,3040,0,1,475.8,1,86,0.0,0.0,0.0,0.0,470.3,1,0,5,0.0,0.1,2,48.2,0.0,-0.2,0,4.0,11,C,2,0
384.0,0.0,7.1,1.6,0.0,0,14.9,2,0,0,0,2.3,659,23.0,19.5,7.9,-3.8,90,670,23.0,53.3,2.0,54.3,8.3,230,1,15,508,0.0,3040,0,1,3.3,1,86,0.0,0.0,0.0,0.0,2.5,1,0,5,0.0,0.1,2,48.0,0.0,-0.2,0,3.8,12,C,2,0
384.0,0.0,7.1,3.1,0.0,0,14.9,2,0,0,0,2.3,657,22.7,18.8,11.1,-4.1,90,670,22.7,52.5,2.0,54.3,11.0,230,1,15,508,0.0,3040,0,1,4.0,1,86,0.0,0.0,0.0,0.0,4.3,1,0,5,0.0,0.1,2,48.0,0.0,-0.2,0,3.8,13,C,2,0
371.2,0.0,7.1,2.3,0.0,0,14.9,2,0,0,0,2.3,654,23.0,18.0,10.6,-0.8,90,670,23.0,50.6,2.0,54.3,10.9,230,1,15,508,0.0,3040,0,1,0.0,14,86,0.0,0.0,0.0,0.0,0.0,1,0,7,0.0,0.1,2,48.0,-2.0,-0.2,0,4.1,14,C,2,0
358.4,0.0,6.6,2.3,0.0,0,14.5,2,0,0,0,2.3,662,21.1,18.0,1.0,-3.4,90,670,21.1,49.0,2.0,54.7,1.3,230,1,15,508,0.0,3040,0,1,413.0,0,86,0.0,0.0,0.0,0.0,421.3,1,0,0,0.0,0.1,2,47.9,0.0,-0.2,0,3.9,15,C,2,0
307.2,0.0,6.6,0.8,0.0,0,14.5,2,0,0,0,2.3,662,19.5,18.4,3.9,0.0,90,670,19.5,43.9,2.0,54.7,3.8,230,1,15,508,0.0,3040,0,1,639.3,0,86,0.0,0.0,0.0,0.0,639.5,1,0,0,0.0,0.1,2,47.7,0.0,-0.2,0,3.8,16,C,2,0
320.0,0.0,6.6,1.6,0.0,0,14.5,2,0,0,0,2.3,664,19.9,18.8,2.5,-1.5,90,670,19.9,44.7,2.0,54.7,2.7,230,1,15,508,0.0,3040,0,1,640.0,0,86,0.0,0.0,0.0,0.0,640.5,1,0,0,0.0,0.1,2,47.7,0.0,-0.2,0,4.0,17,C,2,0
345.6,0.0,6.6,2.3,0.0,0,14.5,2,0,0,0,2.3,666,19.5,18.8,2.4,-1.5,90,670,19.5,45.1,2.0,54.7,2.6,230,1,15,508,0.0,3040,0,1,643.3,0,86,0.0,0.0,0.0,0.0,643.8,1,0,0,0.0,0.1,2,47.7,0.0,-0.2,0,3.9,18,C,2,0
332.8,0.0,6.6,2.3,0.0,0,14.5,2,0,0,0,2.3,668,19.5,18.8,2.4,-1.9,90,670,19.5,45.1,2.0,54.7,2.8,230,1,15,508,0.0,3040,0,1,645.0,0,86,0.0,0.0,0.0,0.0,645.5,1,0,0,0.0,0.1,2,47.7,0.0,-0.2,0,4.0,19,C,2,0
332.8,0.0,6.6,4.7,0.0,0,14.5,2,0,0,0,2.3,669,19.5,18.8,2.1,-1.9,90,670,19.5,44.7,2.0,54.7,2.2,230,1,15,508,0.0,3040,0,1,646.0,0,86,0.0,0.0,0.0,0.0,646.5,1,0,0,0.0,0.1,2,47.6,0.0,-0.2,0,4.1,20,C,2,0
332.8,0.0,7.1,4.7,0.0,0,14.5,2,0,0,0,2.3,668,19.1,18.0,3.0,-2.3,90,670,19.5,44.7,2.0,54.7,2.9,230,1,15,508,0.0,3040,0,1,645.0,0,86,0.0,0.0,0.0,0.0,645.5,1,0,0,0.0,0.1,2,47.5,0.0,-0.2,0,3.8,21,C,2,0
332.8,0.0,6.6,4.7,0.0,0,14.5,2,0,0,0,2.3,670,19.1,18.0,2.8,-1.9,90,670,19.1,44.3,2.0,54.7,2.7,230,1,15,508,0.0,3040,0,1,646.0,0,86,0.0,0.0,0.0,0.0,646.5,1,0,0,0.0,0.1,2,47.5,0.0,-0.2,0,3.8,22,C,2,0
332.8,0.0,6.6,4.7,0.0,0,14.5,2,0,0,0,2.3,667,19.1,18.0,2.8,-2.3,90,670,19.1,44.7,2.0,54.7,3.1,230,1,15,508,0.0,3040,0,1,643.5,0,86,0.0,0.0,0.0,0.0,643.8,1,0,0,0.0,0.1,2,47.5,0.0,-0.2,0,4.0,23,C,2,0
332.8,0.0,6.6,3.9,0.0,0,14.5,2,0,0,0,2.3,665,19.1,18.0,2.7,-1.9,90,670,19.1,44.3,2.0,54.7,2.9,230,1,15,508,0.0,3040,0,1,641.3,0,86,0.0,0.0,0.0,0.0,641.8,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,3.8,24,C,2,0
320.0,0.0,6.6,3.9,0.0,0,14.5,2,0,0,0,2.3,666,19.1,18.0,2.4,-1.9,90,670,19.1,44.3,2.0,54.7,2.8,230,1,15,508,0.0,3040,0,1,641.8,0,86,0.0,0.0,0.0,0.0,642.3,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,3.8,25,C,2,0
332.8,0.0,6.6,3.9,0.0,0,14.5,2,0,0,0,2.3,666,19.1,18.0,2.6,-1.9,90,670,19.1,44.3,2.0,54.7,3.1,230,1,15,508,0.0,3040,0,1,642.3,0,86,0.0,0.0,0.0,0.0,642.8,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,4.0,26,C,2,0
320.0,0.0,6.6,4.7,0.0,0,14.5,2,0,0,0,2.3,667,19.1,18.0,2.9,-1.9,90,670,19.1,44.3,2.0,54.7,3.1,230,1,15,508,0.0,3040,0,1,643.5,0,86,0.0,0.0,0.0,0.0,644.0,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,3.8,27,C,2,0
332.8,0.0,6.6,3.9,0.0,0,14.5,2,0,0,0,2.3,666,19.1,18.0,3.1,-1.9,90,670,19.1,44.3,2.0,54.7,3.3,230,1,15,508,0.0,3040,0,1,642.0,0,86,0.0,0.0,0.0,0.0,642.5,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,3.8,28,C,2,0
320.0,0.0,6.6,3.9,0.0,0,14.5,2,0,0,0,2.3,665,19.1,18.0,3.2,-1.9,90,670,19.5,44.3,2.0,54.7,3.6,230,1,15,508,0.0,3040,0,1,641.3,0,86,0.0,0.0,0.0,0.0,641.8,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,3.8,29,C,2,0
332.8,0.0,6.6,3.9,0.0,0,14.5,2,0,0,0,2.3,668,19.1,18.0,3.1,-1.9,90,670,19.1,44.3,2.0,54.7,3.6,230,1,15,508,0.0,3040,0,1,644.5,0,86,0.0,0.0,0.0,0.0,645.0,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,4.0,30,C,2,0
332.8,0.0,6.6,3.1,0.0,0,14.5,2,0,0,0,2.3,666,19.1,17.6,3.7,-2.3,90,670,19.1,44.3,2.0,54.7,3.7,230,1,15,508,0.0,3040,0,1,643.3,0,85,0.0,0.0,0.0,0.0,643.5,1,0,0,0.0,0.1,2,47.4,0.0,-0.2,0,3.8,31,C,2,0
