Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
652.8,0.0,6.6,0.0,56.0,0,14.5,0,0,0,0,3.1,1282,15.2,11.3,-18.1,-7.9,92,630,14.8,44.7,2.0,64.1,-18.1,230,1,15,508,0.0,3040,0,0,1198.3,0,88,0.0,0.0,0.0,0.0,1211.8,1,0,0,0.0,0.0,2,36.6,0.0,-5.6,308,75.8,1,H,2,0
320.0,0.0,6.1,0.0,31.0,0,14.1,0,0,0,0,3.9,1124,5.5,11.7,-9.1,-5.3,92,650,5.5,21.2,2.3,62.9,-9.3,230,1,15,508,0.0,3040,0,0,1132.3,0,88,0.0,0.0,0.0,0.0,1128.0,1,0,0,0.0,2.4,2,105.5,0.0,2.2,0,75.8,2,H,2,0
281.6,0.0,6.6,0.0,37.0,0,14.5,0,0,0,0,4.7,853,6.6,10.2,-9.7,-10.5,92,670,6.6,27.5,2.0,57.0,-10.2,230,1,15,508,0.0,3040,0,0,833.5,0,88,0.0,0.0,0.0,0.0,832.8,1,0,0,0.0,0.0,2,73.9,0.0,-0.2,0,75.8,3,H,2,0
256.0,0.0,6.1,0.0,40.0,0,14.1,0,0,0,0,4.7,742,6.6,9.8,-8.8,-13.5,92,670,6.6,30.2,2.0,54.7,-8.4,230,1,15,508,0.0,3040,0,0,721.3,0,88,0.0,0.0,0.0,0.0,721.0,1,0,0,0.0,0.0,2,55.9,0.0,-0.2,0,75.8,4,H,2,0
243.2,0.0,6.1,0.0,40.0,0,14.1,0,0,0,0,4.7,709,7.0,11.3,-16.2,-12.4,92,670,7.0,30.2,2.0,54.3,-16.0,230,1,15,508,0.0,3040,0,1,686.5,0,88,0.0,0.0,0.0,0.0,687.0,1,0,0,0.0,0.0,2,51.1,0.0,-0.2,0,76.0,5,H,2,0
243.2,0.0,6.1,0.0,40.0,0,14.1,0,0,0,0,4.7,733,8.2,15.2,-17.1,-9.8,92,670,8.2,30.2,2.0,54.3,-17.3,230,1,15,508,0.0,3040,0,1,711.3,0,88,0.0,0.0,0.0,0.0,711.8,1,0,0,0.0,0.0,2,50.6,0.0,-0.2,0,75.7,6,H,2,0
217.6,0.0,5.7,0.0,39.0,0,13.7,0,0,0,0,4.7,686,10.2,16.0,-8.5,-2.3,92,670,10.2,29.4,2.0,53.9,-8.1,230,1,15,508,0.0,3040,0,1,665.8,0,88,0.0,0.0,0.0,0.0,665.5,1,0,0,0.0,0.0,2,50.7,0.0,-0.2,0,75.9,7,H,2,0
256.0,0.0,6.6,0.0,47.0,0,14.5,0,0,0,0,4.7,623,16.8,17.6,5.2,6.8,91,670,16.8,36.9,2.0,53.5,5.6,230,1,15,508,0.0,3040,0,1,601.5,0,88,0.0,0.0,0.0,0.0,601.5,1,0,0,0.0,0.0,2,50.3,0.0,-0.2,0,75.9,8,H,2,0
320.0,0.0,7.1,-0.8,56.0,0,14.9,0,0,0,0,4.7,639,19.1,18.8,-0.4,-1.5,91,670,19.1,45.5,2.0,53.5,-0.3,230,1,15,508,0.0,3040,0,1,614.3,0,88,0.0,0.0,0.0,0.0,615.3,1,0,0,0.0,0.0,2,50.0,0.0,-0.2,0,75.9,9,H,2,0
332.8,0.0,7.1,-0.8,56.0,0,14.9,0,0,0,0,4.7,657,19.5,19.9,-2.2,-1.9,91,670,19.5,45.5,2.0,53.5,-2.1,230,1,15,508,0.0,3040,0,1,633.8,0,88,0.0,0.0,0.0,0.0,634.5,1,0,0,0.0,0.0,2,49.8,0.0,-0.2,0,75.9,10,H,2,0
