Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
678.4,0.0,6.6,0.0,58.0,0,14.5,3,0,0,0,2.3,1284,15.6,9.8,-14.6,-7.9,93,630,15.2,46.7,2.0,64.8,-14.6,230,1,15,508,0.0,3040,0,0,1201.5,0,93,0.0,0.0,0.0,0.0,1215.5,1,0,0,0.0,-0.1,2,22.0,0.0,-6.1,292,-506.1,1,J,2,0
25.6,0.0,6.6,0.0,33.0,0,14.1,3,0,0,0,3.9,820,6.6,9.0,-6.1,-9.0,93,670,6.6,23.5,2.0,56.6,-5.9,230,1,15,508,0.0,3040,0,0,798.3,0,93,0.0,0.0,0.0,0.0,797.5,1,0,0,0.0,-0.2,2,34.5,0.0,0.0,0,-506.1,2,J,2,0
256.0,0.0,6.1,0.0,38.0,0,14.1,3,0,0,0,4.7,769,5.9,8.6,-4.6,-12.0,93,670,5.9,28.2,2.0,55.5,-4.8,230,1,15,508,0.0,3040,0,0,750.8,0,93,0.0,0.0,0.0,0.0,750.3,1,0,0,0.0,-0.2,2,31.5,0.0,0.0,0,-506.3,3,J,2,0
230.4,0.0,5.7,0.0,39.0,0,13.7,3,0,0,0,4.7,708,6.6,9.0,-10.4,-11.3,93,670,6.6,29.0,2.0,54.7,-10.3,230,1,15,508,0.0,3040,0,1,686.5,0,93,0.0,0.0,0.0,0.0,686.8,1,0,0,0.0,-0.2,2,43.0,0.0,0.0,0,-506.0,4,J,2,0
243.2,0.0,6.1,0.0,40.0,0,14.1,3,0,0,0,4.7,734,7.8,14.1,-17.7,-10.5,93,670,7.8,30.6,2.0,55.1,-17.4,230,1,15,508,0.0,3040,0,1,710.8,0,93,0.0,0.0,0.0,0.0,711.5,1,0,0,0.0,-0.2,2,41.6,0.0,0.0,0,-506.0,5,J,2,0
256.0,0.0,6.6,0.0,43.0,0,14.1,3,0,0,0,4.7,686,11.3,16.0,-11.0,-4.5,93,670,11.3,32.9,2.0,54.3,-10.9,230,1,15,508,0.0,3040,0,1,664.8,0,93,0.0,0.0,0.0,0.0,664.8,1,0,0,0.0,-0.2,2,39.3,0.0,0.0,0,-506.5,6,J,2,0
281.6,0.0,6.6,0.0,49.0,0,14.5,3,0,0,0,3.9,639,16.8,17.6,2.6,2.3,92,670,16.8,38.4,2.0,53.9,3.0,230,1,15,508,0.0,3040,0,1,620.3,0,93,0.0,0.0,0.0,0.0,620.0,1,0,0,0.0,-0.2,2,36.6,0.0,0.0,0,-506.4,7,J,2,0
307.2,0.0,7.1,0.0,56.0,0,14.9,3,0,0,0,3.9,634,20.3,18.8,1.3,1.9,92,670,20.3,44.7,2.0,53.9,1.2,230,1,15,508,0.0,3040,0,1,611.3,0,93,0.0,0.0,0.0,0.0,612.3,1,0,0,0.0,-0.2,2,36.8,0.0,0.0,0,-506.4,8,J,2,0
332.8,0.0,7.1,0.0,57.0,0,14.9,3,0,0,0,3.9,657,20.3,19.5,1.1,-1.5,92,670,20.3,46.7,2.0,53.9,1.2,230,1,15,508,0.0,3040,0,1,636.5,14,93,0.0,0.0,0.0,0.0,637.0,1,0,14,0.0,-0.2,2,36.1,0.0,0.0,0,-506.6,9,J,2,0
345.6,0.0,7.1,0.0,58.0,0,14.9,3,0,0,0,3.9,660,20.3,19.1,3.1,-2.6,91,670,20.3,47.5,2.0,54.3,3.0,230,1,15,508,0.0,3040,0,1,638.0,14,92,0.0,0.0,0.0,0.0,638.5,1,0,7,0.0,-0.2,2,34.9,14.0,0.0,0,-506.6,10,J,2,0
409.6,0.0,8.0,0.0,65.0,0,15.7,3,0,0,0,3.9,665,22.3,18.4,12.3,-4.9,91,670,22.3,53.3,2.0,54.3,12.8,230,1,15,508,0.0,3040,0,1,363.5,14,92,0.0,0.0,0.0,0.0,365.0,1,0,7,0.0,-0.2,2,10.4,0.0,0.0,76,-391.0,11,J,2,0
409.6,0.0,8.0,1.6,67.0,0,15.3,3,0,0,0,3.9,669,24.6,17.2,17.6,-2.6,91,690,24.6,54.9,2.0,54.3,17.4,230,1,15,508,0.0,3040,0,1,0.0,14,92,0.0,0.0,0.0,0.0,0.0,1,0,7,0.0,-0.3,1,0.9,0.0,0.0,240,-141.9,12,J,2,0
652.8,2.0,11.8,3.1,77.0,0,18.0,3,0,0,0,3.1,888,32.4,16.4,29.1,0.8,90,750,32.0,64.7,2.0,57.8,28.7,230,1,15,508,0.0,3040,0,1,108.5,14,92,0.6,0.0,0.0,0.5,110.5,1,0,7,0.0,-0.7,1,0.9,0.0,0.0,208,63.8,13,J,2,0
563.2,0.0,9.4,0.8,67.0,0,16.5,3,0,0,0,3.1,849,28.9,16.8,33.5,8.3,90,800,28.9,55.3,2.0,57.4,33.9,230,1,15,508,0.0,3040,0,1,306.0,14,92,2.5,1.9,1.9,2.4,308.3,1,0,7,2.0,-0.5,1,0.9,0.0,-0.1,216,286.2,14,J,2,0
614.4,0.0,9.9,2.3,74.0,0,17.3,3,0,0,0,3.1,845,28.1,16.4,23.2,-3.0,90,830,28.1,62.7,2.0,57.0,23.9,230,1,15,508,0.0,3040,0,1,414.3,14,92,3.1,2.6,3.1,2.8,415.3,1,0,7,3.0,-0.4,2,1.0,0.0,-0.1,176,454.1,15,J,2,0
