Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
550.4,0.0,7.1,0.0,61.0,0,14.5,2,0,0,0,2.3,1111,18.4,10.5,-18.1,-6.4,93,630,14.1,49.4,2.3,62.1,-18.1,230,1,15,508,0.0,3040,0,0,1012.3,0,87,0.0,0.0,0.0,0.0,1025.5,1,0,0,0.0,0.0,2,34.1,0.0,-6.2,296,2.6,1,G,1,0
320.0,0.0,6.1,0.0,32.0,0,14.1,2,0,0,0,2.3,1060,5.5,11.3,-10.6,-6.0,93,650,5.5,22.7,2.3,61.7,-10.3,230,1,15,508,0.0,3040,0,0,1067.0,0,87,0.0,0.0,0.0,0.0,1063.0,1,0,0,0.0,-6.4,2,178.1,0.0,-6.3,0,1.8,2,G,1,0
268.8,0.0,6.6,0.0,38.0,0,14.5,2,0,0,0,3.1,812,6.6,10.2,-7.8,-9.4,93,670,6.6,28.6,2.0,56.3,-7.8,230,1,15,508,0.0,3040,0,0,795.0,0,87,0.0,0.0,0.0,0.0,794.0,1,0,0,0.0,-0.1,2,36.0,0.0,0.0,0,1.9,3,G,1,0
256.0,0.0,6.1,0.0,41.0,0,14.1,2,0,0,0,3.1,716,6.6,9.4,-7.3,-12.4,93,670,6.6,31.0,2.0,54.3,-7.2,230,1,15,508,0.0,3040,0,0,695.3,0,87,0.0,0.0,0.0,0.0,695.0,1,0,0,0.0,-0.1,2,35.3,0.0,-0.1,0,1.7,4,G,1,0
230.4,0.0,6.1,0.0,40.0,0,14.1,2,0,0,0,3.1,698,7.0,10.5,-12.0,-11.3,93,670,7.0,30.2,2.0,54.3,-11.6,230,1,15,508,0.0,3040,0,1,675.5,0,87,0.0,0.0,0.0,0.0,676.5,1,0,0,0.0,-0.1,2,35.1,0.0,-0.1,0,1.9,5,G,1,0
243.2,0.0,6.1,0.0,41.0,0,14.1,2,0,0,0,3.1,716,8.2,14.5,-16.1,-8.6,93,670,8.2,31.0,2.0,54.3,-16.2,230,1,15,508,0.0,3040,0,1,695.0,0,87,0.0,0.0,0.0,0.0,695.5,1,0,0,0.0,-0.1,2,35.1,0.0,-0.1,0,1.8,6,G,1,0
230.4,0.0,6.6,0.0,43.0,0,14.5,2,0,0,0,3.1,664,12.1,15.6,-3.2,-1.5,92,670,12.1,33.3,2.0,53.5,-3.2,230,1,15,508,0.0,3040,0,1,643.0,0,87,0.0,0.0,0.0,0.0,642.8,1,0,0,0.0,-0.1,2,35.2,0.0,0.0,0,1.8,7,G,1,0
281.6,0.0,8.0,0.0,53.0,0,15.3,2,0,0,0,3.1,630,17.6,17.2,2.9,3.0,92,670,18.0,42.0,2.0,53.5,2.6,230,1,15,508,0.0,3040,0,1,604.8,1,87,0.0,0.0,0.0,0.0,605.0,1,0,5,0.0,-0.1,2,35.1,5.5,0.0,0,1.7,8,G,1,0
563.2,0.0,7.5,0.0,64.0,0,15.3,2,0,0,0,3.1,653,23.0,19.5,7.6,-1.9,92,670,23.0,52.9,2.0,53.5,7.7,230,1,15,508,0.0,3040,0,1,198.8,1,87,0.0,0.0,0.0,0.0,199.0,1,0,5,0.0,0.0,1,19.2,0.0,0.0,28,63.0,9,G,1,0
396.8,0.0,8.5,0.0,66.0,0,16.1,2,0,0,0,2.3,686,24.6,20.7,9.3,0.8,91,700,25.0,54.5,2.0,53.5,9.5,230,1,15,508,0.0,3040,0,1,206.3,1,87,0.9,0.1,0.1,0.9,209.0,1,0,5,0.0,0.3,1,0.9,0.0,0.0,136,209.2,10,G,1,0
