fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
563.2,0.0,0.0,2.3,54,0.0,14.1,255,0,0,0,0.8,810.0,23.4,19.5,0.0,1.5,31,810,23.4,54.9,18.4,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,357.8,1,23,3.1,2.0,2.0,3.0,357.8,0,0,5,3.0,-10.2,1,0.0,0.0,-10.2,108,-352.4,0
524.8,0.0,0.0,0.8,50,0.0,13.7,255,0,0,0,0.8,822.0,22.3,19.5,0.0,6.8,31,810,22.3,50.6,15.6,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,499.3,1,23,4.5,2.1,2.4,4.3,499.3,0,0,5,4.0,-10.2,1,0.0,0.0,-10.2,88,-448.2,0
486.4,0.0,0.0,-1.6,47,0.0,13.7,255,0,0,0,0.8,832.0,22.3,19.5,0.0,11.6,31,810,22.3,48.6,14.5,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,555.0,1,23,5.3,2.1,3.7,4.6,555.0,0,0,5,4.0,-10.2,1,0.0,0.0,-10.2,80,-532.8,0
1664.0,10.9,8.0,1.6,69,0.0,18.4,255,0,0,0,1.6,1311.0,43.0,17.2,0.0,19.5,31,810,43.0,70.2,18.8,64.8,0.0,280,1.0,15.0,508,0.0,500,0,1,744.3,1,23,6.8,3.1,4.6,5.9,744.3,0,0,5,7.0,-10.2,1,0.0,0.0,-10.2,88,-430.3,0
1100.8,4.3,4.7,-0.8,54,0.0,15.7,255,0,0,0,1.6,1554.0,29.3,18.0,0.0,21.0,31,810,29.3,54.9,12.5,68.8,0.0,280,1.0,15.0,344,0.0,500,0,1,1189.0,1,23,11.9,8.0,9.3,11.3,1189.0,0,0,5,10.0,-10.2,1,0.0,0.0,-10.2,152,-274.7,0
384.0,1.2,2.4,-7.8,40,0.0,13.7,255,0,0,0,1.6,1008.0,20.3,17.6,0.0,27.4,32,810,20.3,41.2,11.3,62.1,0.0,280,1.0,15.0,372,0.0,500,0,1,846.8,2,23,12.0,10.0,10.0,11.8,846.8,0,0,5,10.0,-10.2,1,0.0,-0.5,-10.2,156,-113.7,0
537.6,2.3,2.4,-0.8,43,0.0,14.1,255,0,0,0,1.6,1017.0,22.7,17.6,0.0,26.6,32,810,22.7,44.7,10.2,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,811.0,2,23,11.3,10.0,10.1,11.3,811.0,0,0,5,10.0,-10.2,1,0.0,-0.5,-10.2,52,-83.6,0
1292.8,7.4,5.2,4.7,60,0.0,16.9,255,0,0,0,1.6,1342.0,35.2,17.2,0.0,21.4,33,850,35.2,61.2,16.0,66.4,0.0,280,1.0,15.0,508,0.0,500,0,1,868.5,2,23,12.0,10.6,10.7,11.9,868.5,0,0,5,12.0,-10.2,1,0.0,0.5,-10.2,12,-87.4,0
460.8,0.0,0.0,0.8,42,0.0,13.7,255,0,0,0,1.6,1091.0,18.0,18.0,0.0,11.3,33,880,18.0,42.7,8.2,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,882.3,2,23,12.4,11.0,11.2,12.4,882.3,0,0,5,10.0,-10.2,2,0.0,1.5,-10.2,4,-99.3,0
345.6,0.0,0.0,-1.6,40,0.0,13.3,255,0,0,0,1.6,845.0,19.1,18.8,0.0,23.6,33,810,19.1,40.8,10.2,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,705.3,1,23,9.9,8.1,8.2,9.8,705.3,0,0,5,9.0,-10.2,1,0.0,1.0,-10.2,20,-130.8,0
409.6,0.0,0.0,-1.6,43,0.0,13.3,255,0,0,0,1.6,844.0,20.3,19.1,0.0,18.8,33,810,20.3,43.5,11.3,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,678.5,1,23,9.5,8.0,8.0,9.4,678.5,0,0,5,8.0,-10.2,1,0.0,1.0,-10.2,132,-268.5,0
435.2,0.0,0.0,-0.8,43,0.0,13.7,255,0,0,0,1.6,857.0,20.3,19.1,0.0,13.5,33,810,20.3,43.9,12.1,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,678.0,1,23,9.4,6.2,7.1,9.0,678.0,0,0,5,7.0,-10.2,1,0.0,1.0,-10.2,76,-348.9,0
448.0,0.0,0.0,-1.6,43,0.0,13.7,255,0,0,0,1.6,859.0,19.9,18.8,0.0,12.0,33,810,19.9,44.3,12.1,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,665.3,1,23,8.9,6.0,6.1,8.4,665.3,0,0,5,7.0,-10.2,1,0.0,1.0,-10.2,0,-336.2,0
422.4,0.0,0.0,-2.3,43,0.0,13.7,255,0,0,0,1.6,854.0,19.9,18.4,0.0,13.9,33,810,19.9,43.9,11.7,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,647.0,1,23,8.1,6.0,6.1,7.8,647.0,0,0,5,6.0,-10.2,1,0.0,1.0,-10.2,60,-263.4,0
448.0,0.0,0.0,-3.1,43,0.0,13.7,255,0,0,0,1.6,850.0,19.9,18.4,0.0,12.8,33,810,19.9,43.9,11.7,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,629.0,1,23,7.3,6.0,6.0,7.1,629.0,0,0,5,6.0,-10.2,1,0.0,1.0,-10.2,116,-140.7,0
422.4,0.0,0.0,-3.1,44,0.0,13.7,255,0,0,0,0.8,831.0,21.5,18.8,0.0,19.1,33,810,21.5,45.1,12.5,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,581.3,1,23,5.9,5.1,5.2,5.9,581.3,0,0,5,4.0,-10.2,2,0.0,1.0,-10.2,176,37.6,0
524.8,0.0,0.0,-3.1,48,0.0,13.7,255,0,0,0,0.8,826.0,23.4,18.8,0.0,13.9,34,810,23.4,49.0,15.2,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,250.0,1,23,2.0,0.8,1.0,1.9,250.0,0,0,5,2.0,-10.2,1,0.0,1.0,-10.2,32,76.0,0
524.8,0.0,0.0,-1.6,49,0.0,14.1,255,0,0,0,0.8,831.0,23.0,18.4,0.0,7.5,34,810,23.0,50.2,15.6,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,297.5,1,23,2.3,2.0,2.0,2.3,297.5,0,0,5,2.0,-10.2,1,0.0,1.0,-10.2,24,115.3,0
665.6,0.4,2.4,-1.6,53,0.0,14.9,255,0,0,0,0.8,876.0,28.5,19.9,0.0,16.9,34,810,28.5,54.1,18.4,59.4,0.0,280,1.0,15.0,508,0.0,500,0,1,408.3,1,23,3.0,2.3,2.5,3.0,408.3,0,0,5,4.0,-10.2,1,0.0,1.0,-10.2,224,343.7,0
1625.6,9.4,7.1,3.1,68,0.0,17.6,255,0,0,0,1.6,1432.0,41.8,18.0,0.0,18.8,34,810,41.8,69.4,19.1,67.6,0.0,280,1.0,15.0,508,0.0,500,0,1,778.0,1,23,5.8,5.8,6.2,5.0,775.5,0,0,5,9.0,-10.2,1,0.0,1.0,-10.2,64,407.0,0
1625.6,9.8,7.5,0.0,64,0.0,18.0,255,0,0,0,2.3,1639.0,39.8,17.2,0.0,20.6,34,810,39.8,65.1,17.6,70.3,0.0,280,1.0,15.0,508,0.0,500,0,1,1247.0,1,23,9.4,10.0,11.1,8.3,1247.0,0,0,5,13.0,-10.2,1,0.0,1.0,-10.2,32,358.0,0
1625.6,9.8,7.5,-1.6,62,0.0,18.4,255,0,0,0,2.3,1744.0,37.9,17.2,0.0,18.4,35,920,39.5,62.7,30.9,71.1,0.0,280,1.0,15.0,508,0.0,500,0,1,1420.3,1,23,11.9,12.7,13.3,11.3,1420.3,0,0,5,15.0,-10.2,1,0.0,1.0,-10.2,188,165.4,0
2073.6,12.5,10.4,0.0,67,0.0,20.0,255,0,0,0,2.3,1829.0,42.2,16.8,0.0,15.8,35,1110,44.9,68.2,42.2,71.1,0.0,280,1.0,15.0,508,0.0,500,0,1,1495.5,1,24,14.9,14.9,15.1,14.8,1493.3,0,0,5,17.0,-10.2,1,0.0,1.0,-10.2,120,38.3,0
2777.6,15.2,14.6,2.3,80,0.0,23.1,255,0,0,0,2.3,2038.0,52.3,16.8,0.0,18.0,36,1240,53.5,81.6,30.5,71.5,0.0,280,1.0,15.0,508,0.0,500,0,1,1544.0,2,24,19.3,18.5,18.7,19.1,1545.3,0,0,5,21.0,-10.2,1,0.0,1.0,-10.2,24,16.2,0
1459.2,5.1,4.2,-6.3,61,0.0,18.0,255,0,0,0,2.3,1975.0,35.2,17.6,0.0,24.8,36,1290,35.5,62.0,13.3,71.9,0.0,280,1.0,15.0,228,0.0,500,0,1,1727.3,2,24,23.8,23.4,23.5,23.6,1726.0,0,0,5,24.0,-10.2,1,0.0,1.0,-10.2,0,8.4,0
332.8,0.0,0.0,-9.4,31,0.0,14.1,255,0,0,0,2.3,1511.0,15.2,18.0,0.0,25.1,36,1100,15.2,31.4,6.6,68.8,0.0,280,1.0,15.0,120,0.0,500,0,1,1510.3,2,24,23.9,23.1,23.4,23.8,1512.8,0,0,5,23.0,-10.2,1,0.0,1.0,-10.2,16,-9.5,0
422.4,0.0,0.0,-4.7,33,0.0,14.1,255,0,0,0,1.6,1261.0,16.0,18.4,0.0,22.1,37,1060,16.0,33.7,9.0,64.1,0.0,280,1.0,15.0,122,2.0,500,0,1,1268.8,2,24,23.1,21.9,22.0,23.0,1269.5,0,0,5,22.0,-10.2,1,0.0,1.0,-10.2,48,-55.5,0
1932.8,11.7,10.8,-1.6,66,0.0,20.4,255,0,0,0,1.6,1524.0,43.8,17.2,0.0,21.0,37,1050,43.8,67.5,19.5,67.2,0.0,280,1.0,15.0,424,0.0,500,0,1,1146.5,3,24,23.1,21.8,22.1,22.9,1146.5,0,0,5,23.0,-10.2,1,0.0,1.0,-10.2,0,-48.0,0
1996.8,10.2,11.3,3.1,82,0.0,21.2,255,0,0,0,2.3,1539.0,50.4,16.4,0.0,16.9,37,1140,50.4,83.5,20.7,67.6,0.0,280,1.0,15.0,508,0.0,500,0,1,1275.5,3,24,25.9,24.8,24.9,25.8,1275.5,0,0,5,27.0,-10.2,1,0.0,1.0,-10.2,72,-1.6,0
435.2,0.0,0.0,-7.0,41,0.0,14.1,255,0,0,0,2.3,1419.0,16.4,17.6,0.0,9.4,38,1170,16.4,42.4,7.8,67.6,0.0,280,1.0,15.0,508,0.0,500,0,1,1336.5,3,24,27.0,26.1,26.1,27.0,1336.5,0,0,5,26.0,-10.2,2,0.0,0.0,-10.2,8,-9.5,0
396.8,0.0,0.0,-1.6,33,0.0,14.1,255,0,0,0,1.6,1300.0,16.0,17.6,0.0,19.5,38,1130,16.0,34.1,6.3,64.8,0.0,280,1.0,15.0,508,0.0,500,0,1,1253.8,3,24,25.1,24.4,24.5,25.1,1253.8,0,0,5,22.0,-10.2,2,0.0,0.0,-10.2,0,-19.9,0
422.4,0.0,0.0,0.0,36,0.0,14.1,255,0,0,0,1.6,1095.0,17.6,18.4,0.0,26.3,39,960,17.6,36.9,6.6,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,972.8,3,24,19.9,18.3,18.5,19.8,972.8,0,0,5,16.0,-10.2,2,0.0,0.0,-10.2,144,-170.4,0
422.4,0.0,0.0,0.0,40,0.0,13.3,255,0,0,0,1.6,919.0,18.4,19.9,0.0,19.1,39,840,18.4,40.4,9.4,60.5,0.0,280,1.0,15.0,508,0.0,500,0,1,796.3,3,24,17.1,13.2,14.2,16.6,796.3,0,0,5,13.0,-10.2,2,0.0,0.0,-10.2,148,-325.2,0
396.8,0.0,0.0,-3.1,41,0.0,13.3,255,0,0,0,1.6,851.0,19.1,18.0,0.0,17.6,39,800,19.1,41.6,10.5,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,692.3,3,24,15.1,11.0,11.7,14.4,692.3,0,0,5,11.0,-10.2,2,0.0,0.0,-10.2,24,-291.5,0
396.8,0.0,0.0,-6.3,43,0.0,13.3,255,0,0,0,0.8,802.0,20.7,17.2,0.0,18.4,39,800,20.7,44.3,12.5,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,565.5,3,24,12.0,9.5,10.0,11.8,565.5,0,0,5,10.0,-10.2,1,0.0,0.0,-10.2,124,-160.4,0
422.4,0.0,0.0,-6.3,45,0.0,13.7,255,0,0,0,0.8,814.0,20.7,16.8,0.0,11.3,39,800,20.7,45.9,12.9,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,540.8,3,24,11.1,10.0,10.0,11.0,540.8,0,0,5,10.0,-10.2,1,0.0,0.0,-10.2,100,-56.5,0
435.2,0.0,0.0,-7.0,45,0.0,13.7,255,0,0,0,0.8,815.0,20.7,16.8,0.0,14.6,39,800,20.7,45.5,12.9,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,543.5,3,24,11.0,10.0,10.0,10.9,543.5,0,0,5,10.0,-10.2,1,0.0,0.0,-10.2,12,-59.0,0
512.0,2.3,2.4,-6.3,48,0.0,14.1,255,0,0,0,0.8,886.0,24.6,16.0,0.0,21.4,39,800,24.6,48.6,14.5,59.8,0.0,280,1.0,15.0,508,0.0,500,0,1,544.0,3,24,11.0,10.0,10.0,11.0,544.0,0,0,5,10.0,-10.2,1,0.0,0.0,-10.2,0,-56.9,0
742.4,4.3,3.3,-3.9,52,0.0,14.9,255,0,0,0,1.6,1079.0,28.1,15.2,0.0,25.1,39,800,28.1,52.9,13.7,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,572.8,3,24,11.5,10.1,10.2,11.5,572.8,0,0,5,11.0,-10.2,1,0.0,0.0,-10.2,16,-36.5,0
