fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
1126.4,7.8,7.5,-7.8,58,0.0,17.6,255,0,0,0,1.6,1028.0,35.2,18.0,0.0,16.9,38,800,35.2,59.2,18.4,60.2,0.0,280,1.0,15.0,508,0.0,500,0,1,673.8,3,26,14.4,10.4,12.0,13.9,673.8,0,0,5,12.0,-10.2,1,0.0,-0.5,-10.2,28,-277.2,0
3059.2,18.4,20.2,0.8,92,0.0,27.8,255,0,0,0,2.3,1901.0,59.4,16.0,0.0,13.1,38,850,59.4,92.9,20.7,68.4,0.0,280,1.0,15.0,508,0.0,500,0,1,841.0,3,26,17.8,14.5,15.1,17.4,841.0,0,0,5,19.0,-10.2,1,0.0,0.0,-10.2,192,-80.8,0
2700.8,16.0,18.3,0.8,92,0.0,27.1,255,0,0,0,2.3,1779.0,58.6,15.6,0.0,12.8,38,1040,58.6,92.9,21.5,68.0,0.0,280,1.0,15.0,508,0.0,500,0,1,1117.3,3,26,22.8,21.4,21.5,22.5,1117.3,0,0,5,24.0,-10.2,1,0.0,-0.5,-10.2,76,-37.7,0
576.0,0.0,0.0,-7.8,51,0.0,14.5,255,0,0,0,2.3,1439.0,22.3,17.2,0.0,11.3,39,1130,22.3,51.8,10.2,68.0,0.0,280,1.0,15.0,508,0.0,500,0,1,1250.8,3,26,25.6,24.1,24.1,25.5,1251.0,0,0,5,25.0,-10.2,1,0.0,-1.0,-10.2,12,-40.3,0
345.6,0.0,0.5,-7.8,33,0.0,14.1,255,0,0,0,1.6,1280.0,16.4,17.6,0.0,23.3,39,1120,16.4,33.7,5.9,64.1,0.0,280,1.0,15.0,508,0.0,500,0,1,1248.0,3,27,25.3,24.1,24.1,25.3,1248.0,0,0,5,24.0,-10.2,1,0.0,-1.5,-10.2,36,-3.9,0
1561.6,9.4,8.0,-0.8,58,0.0,18.4,255,0,0,0,1.6,1570.0,38.7,16.4,0.0,26.3,39,1130,38.7,59.2,16.0,69.1,0.0,280,1.0,15.0,508,0.0,500,0,1,1263.5,3,27,25.3,24.1,24.3,25.1,1262.8,0,0,5,25.0,-10.2,1,0.0,-1.5,-10.2,20,-4.5,0
1177.6,4.3,3.3,0.0,61,0.0,16.5,255,0,0,0,2.3,1525.0,32.0,16.4,0.0,17.3,40,1180,32.0,61.2,12.9,69.5,0.0,280,1.0,15.0,508,0.0,500,0,1,1350.3,3,27,27.3,26.3,26.3,27.3,1349.5,0,0,5,27.0,-10.2,1,0.0,-0.5,-10.2,4,-9.4,0
396.8,0.0,0.0,-7.8,34,0.0,14.1,255,0,0,0,2.3,1382.0,15.6,17.2,0.0,16.1,40,1180,15.6,34.9,6.6,66.8,0.0,280,1.0,15.0,508,0.0,500,0,1,1357.3,3,27,27.5,26.1,26.1,27.4,1357.3,0,0,5,26.0,-10.2,1,0.0,-1.0,-10.2,4,-7.5,0
448.0,0.0,0.0,-2.3,33,0.0,14.1,255,0,0,0,1.6,1330.0,15.6,17.6,0.0,19.1,41,1160,15.6,32.9,6.3,65.6,0.0,280,1.0,15.0,508,0.0,500,0,1,1305.5,3,27,26.3,25.5,25.5,26.3,1305.8,0,0,5,24.0,-10.2,2,0.0,-1.0,-10.2,0,-19.7,0
486.4,0.0,0.0,-3.1,35,0.0,14.1,255,0,0,0,1.6,1196.0,16.4,18.0,0.0,18.4,41,1050,16.4,35.7,6.3,63.7,0.0,280,1.0,15.0,508,0.0,500,0,1,1120.8,3,27,22.9,21.4,21.6,22.8,1122.0,0,0,5,21.0,-10.2,1,0.0,-0.5,-10.2,68,-89.4,0
