fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle
1126.4,0.0,0.0,0.0,0,0.0,14.9,0,0,0,0,0.8,1059,27.3,15.2,0.0,2.3,32,1280,27.3,74.5,19.5,62.5,0.0,280,1.0,15.0,508,0.0,500,0,0,857.3,0,30,0.0,0.0,0.0,0.0,857.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,2.6
678.4,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,0.8,1144,17.6,18.8,0.0,14.3,32,1020,17.6,39.6,5.5,63.3,0.0,280,1.0,15.0,508,0.0,500,0,0,1066.5,0,30,0.0,0.0,0.0,0.0,1066.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,8.0
601.6,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,1.6,1083,17.2,18.4,0.0,15.0,32,1020,17.2,39.2,5.5,63.3,0.0,280,1.0,15.0,508,0.0,500,0,0,985.0,0,30,0.0,0.0,0.0,0.0,985.0,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.1
563.2,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,1.6,1064,16.4,17.2,0.0,13.9,32,1010,16.4,38.0,5.5,62.9,0.0,280,1.0,15.0,508,0.0,500,0,0,964.5,0,30,0.0,0.0,0.0,0.0,964.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.1
499.2,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,1.6,1020,16.8,15.6,0.0,17.6,33,1010,16.8,37.3,5.9,62.9,0.0,280,1.0,15.0,508,0.0,500,0,0,914.8,0,30,0.0,0.0,0.0,0.0,914.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.0
512.0,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,1011,16.4,15.2,0.0,12.8,33,1010,16.4,38.4,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,0,901.8,0,30,0.0,0.0,0.0,0.0,901.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.0
499.2,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,1002,16.4,14.5,0.0,13.5,33,1010,16.4,38.4,5.9,62.9,0.0,280,1.0,15.0,508,0.0,500,0,0,892.5,0,30,0.0,0.0,0.0,0.0,892.5,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.0
486.4,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,1.6,1009,16.8,15.2,0.0,14.6,33,1010,16.8,38.4,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,0,900.3,0,30,0.0,0.0,0.0,0.0,900.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.0
512.0,0.0,0.0,0.0,0,0.0,13.7,0,0,0,0,2.3,999,17.2,14.8,0.0,15.4,33,1010,17.2,39.2,6.3,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,888.3,0,30,0.0,0.0,0.0,0.0,888.3,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.0
576.0,0.0,0.0,0.0,0,0.0,14.1,0,0,0,0,1.6,1030,18.4,17.2,0.0,12.4,33,1000,18.4,41.6,6.6,62.9,0.0,280,1.0,15.0,508,0.0,500,0,1,918.8,0,30,0.0,0.0,0.0,0.0,918.8,0,0,0,0,-10.2,2,0.0,0.0,-10.2,0,4.0
