fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
409.6,0.0,0.0,0.0,43,0.0,13.3,10,0,0,0,0.8,766.0,19.1,16.0,0.0,13.1,60,780,19.1,44.3,11.3,57.4,0.0,280,1.0,15.0,508,0.0,500,0,0,689.5,0,38,0.0,0.0,0.0,0.0,689.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-32.7,0
435.2,0.0,0.0,0.0,45,0.0,13.7,10,0,0,0,0.8,765.0,20.7,15.6,0.0,8.3,59,800,20.7,46.7,12.9,57.4,0.0,280,1.0,15.0,252,0.0,500,0,0,667.0,0,38,0.0,0.0,0.0,0.0,667.0,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,0,-32.7,0
601.6,0.0,0.0,0.0,59,0.0,14.5,10,0,0,0,0.8,739.0,26.2,14.8,0.0,-0.4,58,800,26.2,60.4,21.1,57.0,0.0,280,1.0,15.0,236,0.0,500,0,0,246.3,1,38,0.0,0.0,0.0,0.0,246.3,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,0,-32.7,0
601.6,0.0,0.0,0.0,61,0.0,14.5,10,0,0,0,0.8,761.0,27.0,16.0,0.0,-1.1,58,800,27.0,63.1,22.3,57.4,0.0,280,1.0,15.0,508,0.0,500,0,1,0.0,1,38,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,28,-2.1,0
716.8,1.2,2.8,0.0,61,0.0,14.9,10,0,0,0,0.8,925.0,28.9,15.2,0.0,8.3,58,800,28.9,63.1,17.6,60.5,0.0,280,1.0,15.0,508,0.0,500,0,1,0.0,1,38,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,-10.2,1,0.0,0.0,-10.2,12,-9.3,0
576.0,0.0,0.0,0.0,55,0.0,14.1,10,0,0,0,0.8,872.0,24.6,16.0,0.0,10.9,58,800,24.6,57.3,13.7,59.4,0.0,280,1.0,15.0,508,0.0,500,0,1,53.3,1,38,0.3,0.0,0.0,0.3,53.3,0,0,5,0.0,-10.2,1,0.0,0.0,-10.2,4,-13.9,0
550.4,0.0,0.0,0.0,55,0.0,14.1,10,0,0,0,0.8,797.0,25.8,17.6,0.0,7.1,58,800,25.8,56.1,18.0,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,2.0,1,38,0.0,0.0,0.0,0.0,2.0,0,0,5,0.0,-10.2,1,0.0,0.0,-10.2,0,-13.9,0
550.4,0.0,0.0,3.1,54,0.0,14.1,10,0,0,0,0.8,803.0,26.2,18.0,0.0,9.0,58,800,26.2,55.7,17.2,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,0.0,1,38,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,0,-14.0,0
588.8,0.0,0.0,4.7,55,0.0,14.1,10,0,0,0,0.8,800.0,26.2,18.0,0.0,7.1,58,800,26.2,56.5,18.0,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,0.0,1,38,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,0,-14.1,0
614.4,0.0,0.0,6.3,58,0.0,14.5,10,0,0,0,0.8,780.0,28.1,18.8,0.0,6.8,58,800,28.1,59.6,20.7,57.8,0.0,280,0.9,15.0,508,0.0,500,0,1,0.0,1,38,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,0,-14.1,0
