fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
422.4,0.0,0.0,0.0,34,0.0,13.3,0,0,0,0,1.6,1031.0,13.3,16.8,0.0,10.5,57,820,13.3,34.5,5.5,62.5,0.0,280,1.0,15.0,508,0.0,500,0,0,986.5,0,32,0.0,0.0,0.0,0.0,986.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
371.2,0.0,0.0,0.0,36,0.0,12.9,0,0,0,0,1.6,870.0,15.2,16.4,0.0,13.9,57,820,15.2,36.5,7.0,59.4,0.0,280,1.0,15.0,508,0.0,500,0,0,788.5,0,32,0.0,0.0,0.0,0.0,788.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
358.4,0.0,0.0,0.0,36,0.0,12.9,0,0,0,0,2.3,827.0,16.0,16.0,0.0,19.5,57,820,16.0,36.9,7.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,0,730.0,0,32,0.0,0.0,0.0,0.0,730.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
345.6,0.0,0.0,-4.7,37,0.0,12.9,0,0,0,0,1.6,830.0,16.0,15.6,0.0,12.8,57,810,16.0,38.0,7.8,58.6,0.0,280,1.0,15.0,508,0.0,500,0,0,725.3,0,32,0.0,0.0,0.0,0.0,725.3,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
332.8,0.0,0.0,-5.5,37,0.0,12.9,0,0,0,0,2.3,817.0,16.0,15.2,0.0,14.3,57,810,16.0,38.0,7.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,0,708.5,0,32,0.0,0.0,0.0,0.0,708.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
345.6,0.0,0.0,-3.9,37,0.0,12.9,0,0,0,0,2.3,818.0,16.0,15.2,0.0,13.9,57,810,16.0,38.0,7.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,0,709.3,0,32,0.0,0.0,0.0,0.0,709.3,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
332.8,0.0,0.0,-3.9,37,0.0,12.9,0,0,0,0,2.3,814.0,15.6,14.8,0.0,12.8,57,810,15.6,38.0,7.8,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,705.8,0,32,0.0,0.0,0.0,0.0,705.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
332.8,0.0,0.0,-2.3,38,0.0,12.9,0,0,0,0,2.3,804.0,16.0,14.5,0.0,12.0,58,810,16.0,38.8,8.2,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,694.8,0,32,0.0,0.0,0.0,0.0,694.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
358.4,0.0,0.0,-2.3,38,0.0,12.9,0,0,0,0,1.6,829.0,16.4,16.4,0.0,12.8,58,810,16.4,39.2,8.2,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,719.5,0,32,0.0,0.0,0.0,0.0,719.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
384.0,0.0,0.0,-0.8,39,0.0,13.3,0,0,0,0,1.6,845.0,16.8,17.2,0.0,9.8,58,810,16.8,40.0,8.6,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,735.3,0,32,0.0,0.0,0.0,0.0,735.3,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
384.0,0.0,0.0,0.0,40,0.0,13.3,0,0,0,0,1.6,840.0,16.4,17.2,0.0,7.5,58,810,16.4,40.4,8.6,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,731.0,0,32,0.0,0.0,0.0,0.0,731.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-4.8,0
384.0,0.0,0.0,0.0,39,0.0,13.3,0,0,0,0,1.6,841.0,16.4,17.6,0.0,8.3,58,800,16.4,40.0,8.2,59.0,0.0,280,1.0,15.0,508,0.0,500,0,1,731.8,0,32,0.0,0.0,0.0,0.0,731.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
371.2,0.0,0.0,0.0,39,0.0,13.3,0,0,0,0,1.6,827.0,16.4,17.6,0.0,8.6,59,800,16.4,40.0,9.0,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,718.3,0,32,0.0,0.0,0.0,0.0,718.3,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
371.2,0.0,0.0,0.0,40,0.0,13.3,0,0,0,0,2.3,819.0,16.8,18.0,0.0,8.3,59,800,16.8,40.4,9.0,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,709.5,0,33,0.0,0.0,0.0,0.0,709.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
384.0,0.0,0.0,0.0,40,0.0,13.3,0,0,0,0,1.6,834.0,16.4,18.4,0.0,7.9,59,800,16.4,40.4,8.6,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,725.5,0,33,0.0,0.0,0.0,0.0,725.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
371.2,0.0,0.0,-0.8,40,0.0,13.3,0,0,0,0,2.3,822.0,16.8,18.4,0.0,9.0,59,800,16.8,40.4,9.4,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,712.8,0,33,0.0,0.0,0.0,0.0,712.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
358.4,0.0,0.0,0.0,40,0.0,13.3,0,0,0,0,2.3,819.0,16.8,18.8,0.0,10.9,59,800,16.8,40.4,9.4,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,710.8,0,33,0.0,0.0,0.0,0.0,710.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
435.2,0.0,0.0,0.0,46,0.0,13.3,0,0,0,0,1.6,764.0,20.3,19.5,0.0,8.3,60,800,20.3,46.7,12.9,57.4,0.0,280,1.0,15.0,508,0.0,500,0,1,654.5,0,33,0.0,0.0,0.0,0.0,654.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
473.6,0.0,0.0,0.0,48,0.0,13.7,0,0,0,0,1.6,781.0,20.7,19.5,0.0,2.3,60,800,20.7,49.0,14.1,57.4,0.0,280,1.0,15.0,232,0.0,500,0,1,661.3,0,33,0.0,0.0,0.0,0.0,661.3,0,0,5,0.0,-10.2,2,0.0,0.0,-10.2,0,-5.1,0
