fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
409.6,0.0,0.0,0.0,40,0.0,13.3,2,0,0,0,2.3,818.0,17.2,16.8,0.0,11.6,59,800,17.2,40.8,9.0,58.2,0.0,280,1.0,15.0,508,0.0,500,0,0,742.0,0,34,0.0,0.0,0.0,0.0,742.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
384.0,0.0,0.0,0.0,40,0.0,13.3,2,0,0,0,2.3,806.0,17.6,16.4,0.0,12.4,58,800,17.6,41.2,8.6,58.2,0.0,280,1.0,15.0,508,0.0,500,0,0,718.0,0,34,0.0,0.0,0.0,0.0,718.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
396.8,0.0,0.0,0.0,41,0.0,13.3,2,0,0,0,2.3,810.0,17.6,16.4,0.0,10.1,58,810,17.6,41.6,9.0,58.2,0.0,280,1.0,15.0,508,0.0,500,0,0,716.3,0,34,0.0,0.0,0.0,0.0,716.3,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
409.6,0.0,0.0,0.0,41,0.0,13.3,2,0,0,0,1.6,801.0,17.6,16.0,0.0,7.9,58,810,17.6,42.4,9.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,704.3,0,35,0.0,0.0,0.0,0.0,704.3,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
409.6,0.0,0.0,0.0,42,0.0,13.3,2,0,0,0,1.6,803.0,18.8,16.8,0.0,12.8,58,800,18.8,42.7,9.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,703.8,0,35,0.0,0.0,0.0,0.0,703.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
422.4,0.0,0.0,0.0,43,0.0,13.3,2,0,0,0,1.6,827.0,19.5,19.1,0.0,12.0,59,800,19.5,44.3,10.5,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,728.0,0,35,0.0,0.0,0.0,0.0,728.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
448.0,0.0,0.0,0.0,44,0.0,13.7,2,0,0,0,1.6,843.0,19.9,20.3,0.0,9.8,59,800,19.9,45.5,10.5,58.6,0.0,280,1.0,15.0,508,0.0,500,0,1,744.0,0,35,0.0,0.0,0.0,0.0,744.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
486.4,0.0,0.0,0.8,48,0.0,13.7,2,0,0,0,1.6,802.0,22.3,21.1,0.0,9.4,60,800,22.3,49.0,13.7,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,706.0,0,35,0.0,0.0,0.0,0.0,706.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
524.8,0.0,0.0,2.3,51,0.0,13.7,2,0,0,0,1.6,791.0,22.7,21.5,0.0,4.1,60,800,22.7,52.2,14.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,691.5,0,35,0.0,0.0,0.0,0.0,691.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
499.2,0.0,0.0,2.3,49,0.0,13.7,2,0,0,0,1.6,815.0,21.5,21.1,0.0,3.0,60,800,21.5,50.6,13.7,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,716.8,0,35,0.0,0.0,0.0,0.0,716.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
473.6,0.0,0.0,0.8,48,0.0,13.7,2,0,0,0,1.6,815.0,21.1,21.1,0.0,5.6,60,800,21.1,49.0,13.3,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,717.0,0,35,0.0,0.0,0.0,0.0,717.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
460.8,0.0,0.0,0.0,47,0.0,13.7,2,0,0,0,1.6,815.0,21.1,21.1,0.0,6.8,60,800,21.1,48.2,12.9,58.2,0.0,280,1.0,15.0,508,0.0,500,0,1,716.0,0,35,0.0,0.0,0.0,0.0,716.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,33.7,0
