fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
1561.6,0.0,0.0,0.0,57,0.0,17.3,255,0,0,0,0.8,1521.0,19.1,15.2,0.0,-4.1,24,1560,19.1,58.8,10.9,69.9,0.0,280,1.0,15.0,508,0.0,500,0,0,1485.0,0,25,0.0,0.0,0.0,0.0,1485.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,17.3,0
1472.0,0.0,0.0,0.0,58,0.0,17.3,255,0,0,0,0.8,1518.0,19.1,15.2,0.0,-4.5,24,1560,19.1,59.2,11.3,69.5,0.0,280,1.0,15.0,508,0.0,500,0,0,1479.0,0,25,0.0,0.0,0.0,0.0,1479.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,17.3,0
1548.8,0.0,0.0,0.0,62,0.0,17.6,255,0,0,0,0.8,1504.0,21.9,17.2,0.0,-4.5,24,1560,21.9,63.1,12.5,69.5,0.0,280,1.0,15.0,508,0.0,500,0,0,1460.0,0,25,0.0,0.0,0.0,0.0,1460.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,80,8.3,0
1510.4,0.0,0.0,0.0,64,0.0,17.6,255,0,0,0,0.8,1490.0,22.7,16.8,0.0,-4.5,24,1550,22.7,65.5,12.5,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1423.8,0,25,0.0,0.0,0.0,0.0,1423.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,96,9.4,0
1382.4,0.0,0.0,0.0,61,0.0,16.9,255,0,0,0,0.8,1491.0,20.7,14.5,0.0,-4.5,24,1550,20.7,62.7,12.1,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1406.0,0,25,0.0,0.0,0.0,0.0,1406.0,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,4,5.3,0
1344.0,0.0,0.0,0.0,59,0.0,17.3,255,0,0,0,0.8,1497.0,20.3,14.1,0.0,-4.1,25,1540,20.3,60.8,12.5,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1412.8,0,25,0.0,0.0,0.0,0.0,1412.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,5.3,0
1344.0,0.0,0.0,0.0,60,0.0,17.3,255,0,0,0,0.8,1494.0,20.7,14.1,0.0,-4.5,25,1540,20.7,61.2,12.9,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1406.0,0,25,0.0,0.0,0.0,0.0,1406.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,5.4,0
1305.6,0.0,0.0,0.0,60,0.0,17.3,255,0,0,0,0.8,1493.0,20.7,13.7,0.0,-4.1,25,1540,20.7,61.2,12.9,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1400.8,0,25,0.0,0.0,0.0,0.0,1400.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,5.4,0
1318.4,0.0,0.0,0.0,60,0.0,17.3,255,0,0,0,0.8,1492.0,20.7,13.7,0.0,-4.1,25,1540,20.7,61.2,12.5,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1400.5,0,26,0.0,0.0,0.0,0.0,1400.5,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,5.4,0
1318.4,0.0,0.0,0.0,61,0.0,17.3,255,0,0,0,0.8,1487.0,21.1,13.7,0.0,-4.5,26,1530,21.1,62.7,12.5,69.1,0.0,280,1.0,15.0,508,0.0,500,0,0,1393.0,0,26,0.0,0.0,0.0,0.0,1393.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,5.4,0
