fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle
0.0,14.8,0.0,-100.0,0,0.0,0.0,0,0,0,0,-100.0,976,0.0,0.0,0.0,21.0,47,0,0.0,29.0,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,-2.0,-10.2,0,0.0
0.0,14.8,0.0,-100.0,0,0.0,0.0,0,0,0,0,-100.0,585,0.0,0.0,0.0,16.1,47,0,0.0,36.9,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,2.5,-10.2,0,0.0
0.0,14.8,0.0,-100.0,0,0.0,0.0,0,0,0,0,-100.0,606,0.0,0.0,0.0,15.8,47,0,0.0,38.0,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,2.5,-10.2,0,0.0
0.0,14.8,0.0,-100.0,0,0.0,0.0,0,0,0,0,-100.0,603,0.0,0.0,0.0,16.9,47,0,0.0,37.6,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,2.5,-10.2,0,0.0
0.0,14.8,0.0,-100.0,0,0.0,0.0,0,0,0,0,-100.0,601,0.0,0.0,0.0,16.9,46,0,0.0,37.3,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,2.5,-10.2,0,0.0
0.0,14.8,0.0,-100.0,0,0.0,0.0,0,0,0,0,-100.0,599,0.0,0.0,0.0,18.4,46,0,0.0,37.6,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,2.5,-10.2,0,0.0
0.0,14.8,0.5,-100.0,0,0.0,0.0,0,0,0,0,-100.0,577,0.0,0.0,0.0,24.8,46,0,0.0,37.6,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,3.0,-10.2,0,0.0
0.0,14.8,0.5,-100.0,0,0.0,0.0,0,0,0,0,-100.0,638,0.0,0.0,0.0,18.4,46,0,0.0,42.0,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,4.5,-10.2,0,0.0
0.0,14.8,0.5,-100.0,0,0.0,0.0,0,0,0,0,-100.0,631,0.0,0.0,0.0,19.5,46,0,0.0,41.2,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,4.5,-10.2,0,0.0
0.0,14.8,0.5,-100.0,0,0.0,0.0,0,0,0,0,-100.0,655,0.0,0.0,0.0,16.1,46,0,0.0,42.7,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,5.0,-10.2,0,0.0
