fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
1011.2,0.0,0.0,0.0,70,0.0,14.9,0,0,0,0,1.6,1153.0,22.7,15.6,0.0,-0.4,49,880,22.7,71.4,14.5,63.7,0.0,280,1.0,15.0,508,0.0,500,0,0,943.5,0,31,0.0,0.0,0.0,0.0,943.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
499.2,0.0,0.0,0.0,34,0.0,13.3,0,0,0,0,1.6,1083.0,13.7,17.2,0.0,12.0,49,870,13.7,35.7,5.1,62.9,0.0,280,1.0,15.0,508,0.0,500,0,0,1026.8,0,31,0.0,0.0,0.0,0.0,1026.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
448.0,0.0,0.0,0.0,36,0.0,13.3,0,0,0,0,2.3,924.0,16.0,16.8,0.0,15.0,50,870,16.0,37.3,6.6,60.5,0.0,280,1.0,15.0,508,0.0,500,0,0,831.8,0,31,0.0,0.0,0.0,0.0,831.8,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
409.6,0.0,0.0,0.0,37,0.0,13.3,0,0,0,0,2.3,906.0,15.6,16.4,0.0,13.1,50,870,15.6,37.6,6.6,60.2,0.0,280,1.0,15.0,508,0.0,500,0,0,801.5,0,31,0.0,0.0,0.0,0.0,801.5,0,0,0,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
409.6,0.0,0.0,0.0,37,0.0,13.3,0,0,0,0,2.3,875.0,16.0,15.6,0.0,12.4,51,870,16.0,38.0,7.0,59.4,0.0,280,1.0,15.0,484,0.0,500,0,0,765.5,0,31,0.0,0.0,0.0,0.0,765.5,0,0,7,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
588.8,0.0,0.0,0.0,46,0.0,14.1,0,0,0,0,1.6,809.0,20.3,15.6,0.0,4.5,51,800,20.3,47.1,12.9,58.2,0.0,280,1.0,15.0,102,0.0,500,0,0,665.5,0,31,0.0,0.0,0.0,0.0,665.5,0,0,7,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
537.6,0.0,0.0,-10.2,54,0.0,13.7,0,0,0,0,1.6,777.0,22.7,15.6,0.0,-0.4,51,800,22.7,55.3,16.4,57.4,0.0,280,1.0,15.0,326,0.0,500,0,0,165.5,14,31,0.0,0.0,0.0,0.0,165.5,0,0,7,0.0,-10.2,1,0.0,0.0,-10.2,0,3.0,0
460.8,0.0,0.0,-10.2,52,0.0,13.7,0,0,0,0,1.6,774.0,23.0,15.6,0.0,4.9,51,800,23.0,52.9,14.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,0,111.0,14,31,0.9,0.1,0.1,0.9,111.0,0,0,7,1.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
473.6,0.0,0.0,-7.0,51,0.0,13.7,0,0,0,0,1.6,776.0,23.0,15.6,0.0,6.0,51,800,23.0,52.5,14.8,57.4,0.0,280,1.0,15.0,508,0.0,500,0,1,58.8,14,31,0.5,0.0,0.0,0.5,58.8,0,0,7,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
473.6,0.0,0.0,-4.7,51,0.0,13.7,0,0,0,0,1.6,781.0,23.0,15.2,0.0,6.4,51,800,23.0,52.2,14.8,57.8,0.0,280,1.0,15.0,508,0.0,500,0,1,1.8,14,31,0.0,0.0,0.0,0.0,1.8,0,0,7,0.0,-10.2,2,0.0,0.0,-10.2,0,3.0,0
