fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle,is_anomaly
819.2,0.0,0.0,0.0,65,0.0,13.7,118,0,0,0,2.3,1116.0,21.5,14.5,0.0,-1.5,60,800,21.5,66.3,16.8,63.3,0.0,280,0.9,15.0,508,0.0,500,0,0,963.5,0,59,0.0,0.0,0.0,0.0,963.5,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
384.0,0.0,0.0,0.0,33,0.0,12.9,118,0,0,0,3.1,924.0,13.7,15.2,0.0,15.0,60,790,13.7,34.1,6.3,60.5,0.0,280,0.9,15.0,508,0.0,500,0,0,931.8,0,59,0.0,0.0,0.0,0.0,931.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
384.0,0.0,0.0,0.0,39,0.0,13.3,118,0,0,0,3.1,779.0,16.4,15.2,0.0,10.5,60,790,16.4,40.0,9.8,57.4,0.0,280,0.9,15.0,508,0.0,500,0,0,740.0,0,59,0.0,0.0,0.0,0.0,740.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
332.8,0.0,0.0,0.0,35,0.0,13.3,118,0,0,0,3.1,827.0,13.7,14.5,0.0,12.0,60,790,13.7,35.7,7.0,58.6,0.0,280,0.9,15.0,508,0.0,500,0,0,791.3,0,59,0.0,0.0,0.0,0.0,791.3,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
332.8,0.0,0.0,0.0,34,0.0,13.3,118,0,0,0,3.9,804.0,14.1,14.1,0.0,15.8,60,790,14.1,35.3,7.0,58.2,0.0,280,0.9,15.0,508,0.0,500,0,0,757.8,0,59,0.0,0.0,0.0,0.0,757.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
320.0,0.0,0.0,0.0,35,0.0,13.3,118,0,0,0,3.9,799.0,14.5,14.1,0.0,12.8,60,790,14.5,35.7,7.4,57.8,0.0,280,0.9,15.0,508,0.0,500,0,0,749.3,0,58,0.0,0.0,0.0,0.0,749.3,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
332.8,0.0,0.0,0.0,36,0.0,13.3,118,0,0,0,3.1,777.0,15.6,14.1,0.0,10.9,60,790,15.6,37.6,8.6,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,724.5,0,58,0.0,0.0,0.0,0.0,724.5,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
409.6,0.0,0.0,0.0,43,0.0,13.7,118,0,0,0,3.1,745.0,18.8,15.2,0.0,4.1,60,800,18.8,44.7,12.1,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,690.3,0,58,0.0,0.0,0.0,0.0,690.3,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
409.6,0.0,0.0,0.0,46,0.0,13.7,118,0,0,0,3.1,746.0,19.1,15.2,0.0,3.8,60,800,19.1,46.7,12.5,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,691.8,0,58,0.0,0.0,0.0,0.0,691.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
409.6,0.0,0.0,0.0,46,0.0,13.7,118,0,0,0,3.1,746.0,19.5,15.2,0.0,5.6,60,800,19.5,46.7,12.5,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,690.8,0,58,0.0,0.0,0.0,0.0,690.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
422.4,0.0,0.0,4.7,45,0.0,13.7,118,0,0,0,3.1,760.0,19.1,15.2,0.0,4.5,60,800,19.1,46.3,12.5,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,703.8,0,58,0.0,0.0,0.0,0.0,703.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
435.2,0.0,0.0,4.7,45,0.0,13.7,118,0,0,0,3.1,771.0,19.5,15.6,0.0,8.6,60,800,19.5,45.5,11.7,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,718.5,0,58,0.0,0.0,0.0,0.0,718.5,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
473.6,0.0,0.0,4.7,48,0.0,13.7,118,0,0,0,2.3,744.0,21.9,16.4,0.0,6.8,59,800,21.9,49.8,14.8,57.0,0.0,280,0.9,15.0,508,0.0,500,0,1,688.0,0,58,0.0,0.0,0.0,0.0,688.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.3,0
512.0,0.0,0.0,5.5,50,0.0,14.1,118,0,0,0,2.3,785.0,21.5,17.2,0.0,0.4,59,800,21.5,51.8,15.2,57.4,0.0,280,0.9,15.0,508,0.0,500,0,1,729.3,0,58,0.0,0.0,0.0,0.0,729.3,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.5,0
473.6,0.0,0.0,4.7,47,0.0,13.7,118,0,0,0,2.3,819.0,19.1,16.4,0.0,0.8,59,800,19.1,48.2,12.9,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,766.8,0,58,0.0,0.0,0.0,0.0,766.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
448.0,0.0,0.0,3.9,45,0.0,13.7,118,0,0,0,2.3,817.0,18.8,16.4,0.0,4.1,59,800,18.8,45.9,11.7,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,764.0,0,58,0.0,0.0,0.0,0.0,764.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
448.0,0.0,0.0,3.9,44,0.0,13.7,118,0,0,0,3.1,815.0,19.1,16.4,0.0,6.4,59,800,19.1,45.1,11.3,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,762.0,0,58,0.0,0.0,0.0,0.0,762.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
435.2,0.0,0.0,4.7,44,0.0,13.7,118,0,0,0,3.1,812.0,18.8,16.4,0.0,6.4,59,800,18.8,45.1,11.3,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,760.0,0,58,0.0,0.0,0.0,0.0,760.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
435.2,0.0,0.0,4.7,43,0.0,13.7,118,0,0,0,3.1,813.0,18.4,16.4,0.0,7.1,60,800,18.4,44.3,10.9,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,759.8,0,58,0.0,0.0,0.0,0.0,759.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
422.4,0.0,0.0,4.7,43,0.0,13.7,118,0,0,0,3.1,811.0,18.8,16.4,0.0,7.9,60,800,18.8,43.9,10.9,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,757.8,0,58,0.0,0.0,0.0,0.0,757.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
435.2,0.0,0.0,4.7,43,0.0,13.7,118,0,0,0,3.1,808.0,18.8,16.4,0.0,7.9,60,800,18.8,43.9,10.5,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,755.0,0,58,0.0,0.0,0.0,0.0,755.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
422.4,0.0,0.0,4.7,43,0.0,13.7,118,0,0,0,3.1,807.0,18.8,16.4,0.0,7.9,60,800,18.8,44.3,10.5,58.2,0.0,280,0.9,15.0,508,0.0,500,0,1,754.0,0,58,0.0,0.0,0.0,0.0,754.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
409.6,0.0,0.0,3.9,43,0.0,13.7,118,0,0,0,3.1,801.0,18.8,16.4,0.0,8.6,60,800,18.8,43.9,10.9,57.8,0.0,280,0.9,15.0,508,0.0,500,0,1,748.5,0,58,0.0,0.0,0.0,0.0,748.5,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
422.4,0.0,0.0,3.9,44,0.0,13.7,118,0,0,0,3.1,788.0,19.5,16.4,0.0,10.1,60,790,19.5,44.7,11.7,57.8,0.0,280,0.9,15.0,508,0.0,500,0,1,735.8,0,58,0.0,0.0,0.0,0.0,735.8,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
435.2,0.0,0.0,3.9,44,0.0,13.7,118,0,0,0,3.1,783.0,19.9,16.4,0.0,10.5,60,790,19.9,45.1,11.7,57.8,0.0,280,0.9,15.0,508,0.0,500,0,1,730.0,0,59,0.0,0.0,0.0,0.0,730.0,0,0,0,0.0,-10.2,1,0.0,0.0,-10.2,0,-15.2,0
