fuel_usage,accelerator_position,throttle_position,short_fuel_bank,inhale_pressure,accelerator_position_filtered,throttle_position_abs,engine_pressure_maintanance_time,reduce_block_fuel,block_fuel,fuel_pressure,long_fuel_bank,engine_speed,engine_torque_revised,friction_torque,flywheel_torque_revised,current_fire_timing,cooling_temperature,engine_idle_slippage,engine_torque,calculation_overhead,engine_torque_min,engine_torque_max,flywheel_torque,torque_transform_coeff,standard_torque_ratio,fire_angle_delay_tcu,engine_torque_limit_tcu,engine_velocity_increase_tcu,target_engine_velocity_lockup,glow_plug_limit_request,compressor_activation,torque_converter_speed,current_gear,mission_oil_temp,wheel_velo_frontleft,wheel_velo_backright,wheel_velo_frontright,wheel_velo_backleft,torque_converter_turbin_speed,clutch_check,converter_clutch,gear_choice,car_speed,logitude_acceleration,brake_switch,brake_sylinder,road_slope,latitude_acceleration,steering_wheel_acceleration,steering_wheel_angle
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1500,0.0,0.0,0.0,24.0,3,0,0.0,48.2,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.0,-10.2,0,0.0
0.0,14.8,4.7,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1609,0.0,0.0,0.0,20.6,3,0,0.0,41.6,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,4.5,-10.2,0,0.0
0.0,14.8,5.7,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1517,0.0,0.0,0.0,9.4,3,0,0.0,57.3,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,12.5,-10.2,0,0.0
0.0,14.8,6.1,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1494,0.0,0.0,0.0,8.6,3,0,0.0,63.1,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,15.0,-10.2,0,0.0
0.0,14.8,6.1,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1511,0.0,0.0,0.0,8.3,4,0,0.0,62.0,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,14.5,-10.2,0,0.0
0.0,14.8,6.1,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1498,0.0,0.0,0.0,9.0,3,0,0.0,63.5,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,14.5,-10.2,0,0.0
0.0,14.8,6.1,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1458,0.0,0.0,0.0,7.9,4,0,0.0,64.7,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,-16.0,-10.2,0,0.0
0.0,14.8,6.1,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1440,0.0,0.0,0.0,7.9,4,0,0.0,65.1,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,-16.0,-10.2,0,0.0
0.0,14.8,5.7,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1501,0.0,0.0,0.0,10.9,4,0,0.0,60.8,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,13.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1557,0.0,0.0,0.0,16.1,4,0,0.0,44.7,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,5.5,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1510,0.0,0.0,0.0,19.5,4,0,0.0,43.9,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,5.5,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1472,0.0,0.0,0.0,20.6,4,0,0.0,44.3,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,5.5,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1469,0.0,0.0,0.0,19.9,4,0,0.0,44.7,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,6.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1479,0.0,0.0,0.0,17.3,5,0,0.0,45.9,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,6.5,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1445,0.0,0.0,0.0,18.4,5,0,0.0,47.5,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1450,0.0,0.0,0.0,17.3,5,0,0.0,47.1,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1429,0.0,0.0,0.0,17.6,5,0,0.0,48.2,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.5,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1394,0.0,0.0,0.0,17.3,6,0,0.0,46.7,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1381,0.0,0.0,0.0,17.6,6,0,0.0,46.7,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1353,0.0,0.0,0.0,16.5,6,0,0.0,48.6,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,8.0,-10.2,0,0.0
0.0,14.8,3.8,-100.0,0,0.0,0.0,0,0,0,0,-100.0,1335,0.0,0.0,0.0,17.3,6,0,0.0,48.6,0.0,0.0,0.0,0,0.0,-15.0,0,0.0,500,0,0,0.0,0,-40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-10.2,0,0.0,7.5,-10.2,0,0.0
