split_id,model,filename,best_threshold,best_f1,precision_best,recall_best,adj_f1_best,adj_precision_best,adj_recall_best,auroc,pr_auc
train_AD_val_B_test_C,gated,All_1.csv,0.5145657062530518,0.04938271601914343,0.03030303030300735,0.1333333333328889,0.3191489361430512,0.18987341772139882,0.9999999999966668,0.7074358974358974,0.027698275063139027
train_AD_val_B_test_C,gaussian,All_1.csv,0.4407813251018524,0.06020066887822731,0.03345724907061953,0.299999999999,0.18749999998289063,0.1034482758620333,0.9999999999966668,0.7314529914529915,0.028239401451732423
train_AD_val_B_test_C,mse,All_1.csv,0.6102376580238342,0.05999999997444,0.03529411764703806,0.19999999999933335,0.2678571428337054,0.15463917525765225,0.9999999999966668,0.7174358974358974,0.02962534953947918
train_AD_val_B_test_C,gated,All_2.csv,1.0353058576583862,0.13793103443234245,0.14285714285663267,0.1333333333328889,0.7142857142380953,0.5555555555545267,0.9999999999966668,0.790919318547091,0.06567770007032152
train_AD_val_B_test_C,gaussian,All_2.csv,0.9184922575950623,0.1467889907855231,0.10126582278468194,0.2666666666657778,0.45801526713956064,0.2970297029700029,0.9999999999966668,0.8529893924783027,0.0656987153773502
train_AD_val_B_test_C,mse,All_2.csv,1.6687524318695068,0.07999999995168,0.0999999999995,0.06666666666644445,0.7692307691814597,0.6249999999986979,0.9999999999966668,0.7633236901317904,0.04170695353170605
train_AD_val_B_test_C,gated,All_3.csv,0.4191979765892029,0.0772200771995349,0.043668122270723295,0.33333333333222226,0.21505376342151308,0.120481927710795,0.9999999999966668,0.7919186991869919,0.0430274515395624
train_AD_val_B_test_C,gaussian,All_3.csv,8.043225288391113,0.048780487765377765,0.09090909090826446,0.03333333333322223,0.8571428570914286,0.7499999999981249,0.9999999999966668,0.8035934959349594,0.04695408697812676
train_AD_val_B_test_C,mse,All_3.csv,1.1854161024093628,0.09722222218910108,0.06140350877187596,0.23333333333255557,0.35928143709584426,0.21897810218962122,0.9999999999966668,0.736780487804878,0.03967394002647988
train_AD_val_B_test_C,gated,All_4.csv,-0.5657476186752319,0.07999999999177305,0.041791044776113166,0.9333333333302223,0.08547008546187937,0.044642857142850496,0.9999999999966668,0.7033955045432807,0.03403447027859118
train_AD_val_B_test_C,gaussian,All_4.csv,0.3895035982131958,0.0797101449081023,0.04471544715445337,0.36666666666544445,0.2033898304900661,0.11320754716976861,0.9999999999966668,0.7254662840746053,0.03788797407838289
train_AD_val_B_test_C,mse,All_4.csv,0.26738405227661133,0.06528189909353432,0.035830618892496474,0.36666666666544445,0.16853932582716827,0.09202453987727238,0.9999999999966668,0.6530846484935438,0.02933915799172409
train_AD_val_B_test_C,gated,All_5.csv,-1.7273004055023193,0.03866666666274151,0.019727891156461244,0.9666666666634445,0.039973351095344375,0.020394289598910917,0.9999999999966668,0.4758027143330023,0.013130532846546748
train_AD_val_B_test_C,gaussian,All_5.csv,11.225645065307617,0.43478260864839324,0.6249999999960938,0.33333333333222226,0.9090909090385676,0.8333333333310184,0.9999999999966668,0.7634723601456471,0.22991133444029216
train_AD_val_B_test_C,mse,All_5.csv,0.011712403036653996,0.04070175438183732,0.02078853046594833,0.9666666666634445,0.042075736321260736,0.02148997134670333,0.9999999999966668,0.4518205892088712,0.012697483291212744
train_BC_val_A_test_D,gated,All_1.csv,0.4268711507320404,0.1549295774312438,0.09821428571419802,0.36666666666544445,0.3726708074226303,0.22900763358761148,0.9999999999966668,0.8569228106611284,0.07132442503157899
train_BC_val_A_test_D,gaussian,All_1.csv,0.6594181656837463,0.1678321677987774,0.10619469026539274,0.3999999999986667,0.3726708074226303,0.22900763358761148,0.9999999999966668,0.8925925925925926,0.07384729738990616
train_BC_val_A_test_D,mse,All_1.csv,0.22929315268993378,0.0818414322108542,0.04432132963987692,0.5333333333315556,0.14814814813435756,0.07999999999997867,0.9999999999966668,0.8031498788508136,0.0424828088166719
train_BC_val_A_test_D,gated,All_3.csv,0.7678579688072205,0.28571428566448975,0.249999999999375,0.33333333333222226,0.6666666666207407,0.49999999999916667,0.9999999999966668,0.8072455542943624,0.11466090428533833
train_BC_val_A_test_D,gaussian,All_3.csv,0.9933930039405823,0.25287356317262516,0.1929824561400123,0.36666666666544445,0.5660377358074048,0.39473684210474375,0.9999999999966668,0.8461975028376845,0.13745447111750758
train_BC_val_A_test_D,mse,All_3.csv,0.1325850486755371,0.05610561055162675,0.029513888888883764,0.5666666666647778,0.09693053310867755,0.05093378607808982,0.9999999999966668,0.6670071888006054,0.025810817071672276
train_BC_val_A_test_D,gated,All_5.csv,0.5296189785003662,0.1307189542166688,0.08130081300806398,0.33333333333222226,0.34682080921948616,0.2097902097900631,0.9999999999966668,0.7561632976615141,0.0527395668033948
train_BC_val_A_test_D,gaussian,All_5.csv,1.70578134059906,0.25396825391756106,0.2424242424235078,0.2666666666657778,0.7058823528938408,0.5454545454535537,0.9999999999966668,0.869778042013476,0.1989046283878758
train_BC_val_A_test_D,mse,All_5.csv,0.09707915782928467,0.06091370557641655,0.03166226912928342,0.7999999999973334,0.07556675062243272,0.03926701570680114,0.9999999999966668,0.6588188664288546,0.024220922352802227
