Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature.1,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder,is_anomaly
550.4,0.0,6.6,0.0,58.0,0,14.5,3,0,0,0,3.1,1128,17.6,10.9,-19.0,-6.4,92,630,14.1,47.5,2.3,62.5,-19.0,230,1,15,508,0.0,3040,0,0,1035.0,0,89,0.0,0.0,0.0,0.0,1048.3,1,0,0,0.0,0.0,2,10.0,0.0,-6.3,320,10.9,1,I,2,0
294.4,0.0,6.6,0.0,31.0,0,14.1,3,0,0,0,3.1,1067,5.5,11.7,-10.4,-4.1,92,640,5.5,21.2,2.0,62.1,-10.1,230,1,15,508,0.0,3040,0,0,1077.5,0,89,0.0,0.0,0.0,0.0,1073.3,1,0,0,0.0,-4.7,2,176.7,0.0,-4.7,0,10.9,2,I,2,0
268.8,0.0,6.6,0.0,38.0,0,14.5,3,0,0,0,3.9,812,6.6,10.2,-9.7,-9.4,92,670,6.6,29.0,2.0,56.3,-9.7,230,1,15,508,0.0,3040,0,0,793.3,0,89,0.0,0.0,0.0,0.0,792.3,1,0,0,0.0,0.0,2,18.9,0.0,0.0,0,10.9,3,I,2,0
243.2,0.0,6.1,0.0,40.0,0,14.1,3,0,0,0,3.9,725,6.3,9.4,-8.2,-12.8,92,670,6.3,30.2,2.0,54.7,-8.2,230,1,15,508,0.0,3040,0,0,703.8,0,89,0.0,0.0,0.0,0.0,703.5,1,0,0,0.0,0.0,2,18.6,0.0,0.0,0,10.9,4,I,2,0
243.2,0.0,6.1,0.0,40.0,0,14.1,3,0,0,0,3.9,696,7.0,10.5,-12.9,-10.9,92,670,7.0,29.8,2.0,54.3,-13.0,230,1,15,508,0.0,3040,0,1,674.3,0,89,0.0,0.0,0.0,0.0,675.0,1,0,0,0.0,0.0,2,18.5,0.0,0.0,0,10.9,5,I,2,0
243.2,0.0,6.1,0.0,41.0,0,14.1,3,0,0,0,3.9,702,8.2,14.5,-11.8,-8.3,92,670,8.2,30.6,2.0,54.3,-11.7,230,1,15,508,0.0,3040,0,1,680.3,0,89,0.0,0.0,0.0,0.0,680.5,1,0,0,0.0,0.0,2,18.3,0.0,0.0,0,10.9,6,I,2,0
243.2,0.0,6.6,0.0,43.0,0,14.1,3,0,0,0,3.9,654,12.5,15.2,-2.0,-1.1,92,670,12.5,33.3,2.0,53.9,-1.5,230,1,15,508,0.0,3040,0,1,634.0,0,89,0.0,0.0,0.0,0.0,634.0,1,0,0,0.0,0.0,2,18.2,0.0,0.0,0,10.9,7,I,2,0
256.0,0.0,7.1,0.0,51.0,0,14.9,3,0,0,0,3.9,619,18.4,16.8,6.8,6.0,91,670,18.4,40.4,2.0,53.5,7.2,230,1,15,508,0.0,3040,0,1,596.3,0,88,0.0,0.0,0.0,0.0,596.5,1,0,0,0.0,0.0,2,21.4,0.0,0.0,0,10.9,8,I,2,0
332.8,0.0,7.1,0.0,56.0,0,14.9,3,0,0,0,3.9,642,20.3,18.4,4.6,1.1,91,670,20.3,45.5,2.0,53.5,4.8,230,1,15,508,0.0,3040,0,1,618.3,0,88,0.0,0.0,0.0,0.0,619.3,1,0,0,0.0,0.0,2,41.8,0.0,0.0,0,10.9,9,I,2,0
345.6,0.0,7.5,0.0,59.0,0,15.3,3,0,0,0,3.9,660,20.3,19.1,1.6,-1.9,91,670,20.3,47.8,2.0,53.9,1.7,230,1,15,508,0.0,3040,0,1,638.3,0,88,0.0,0.0,0.0,0.0,638.8,1,0,0,0.0,0.0,2,35.8,0.0,0.0,0,10.9,10,I,2,0
